Country,Num of Births
Puerto Rico,26548
Qatar,26529
Djibouti,24541
Comoros,24180
Solomon Islands,21098
North Macedonia,20114
Slovenia,19147
Kosovo,18604
Fiji,17943
Trinidad and Tobago,17814
Bahrain,17501
Latvia,17024
Guyana,16375
R union,14071
Estonia,13639
Mauritius,13437
Cyprus,12820
Suriname,11133
Mayotte,10641
Cape Verde,9976
Bhutan,9703
Western Sahara,9461
Vanuatu,9398
French Guiana,7503
Maldives,7337
Belize,7186
Montenegro,6965
Macau,6921
Luxembourg,6589
S o Tom  and Pr ncipe,6318
Brunei,6147
Samoa,5975
Bahamas,4666
Malta,4664
Iceland,4572
Guadeloupe,4467
New Caledonia,4158
French Polynesia,3881
Martinique,3524
Kiribati,3510
Barbados,3046
Guam,2795
Tonga,2454
Federated States of Micronesia,2357
Curaçao,2167
Saint Lucia,2064
Grenada,1990
Seychelles,1642
Saint Vincent and the Grenadines,1348
United States Virgin Islands,1147
Jersey,1134
Antigua and Barbuda,1129
Dominica,965
Marshall Islands,829
Faroe Islands,814
Greenland,810
American Samoa,788
Aruba,764
Isle of Man,717
Cayman Islands,679
Guernsey,613
Northern Mariana Islands,608
Saint Kitts and Nevis,578
Andorra,567
Turks and Caicos Islands,559
Bermuda,497
Saint Martin,488
Liechtenstein,358
Gibraltar,350
Nauru,346
Sint Maarten,336
Monaco,322
Caribbean Netherlands,286
Cook Islands,277
Palau,273
Tuvalu,263
British Virgin Islands,237
San Marino,202
Anguilla,150
Wallis and Futuna,138
Saint Barth lemy,88
Saint Pierre and Miquelon,45
Falkland Islands,42
"Saint Helena, Ascension and Tristan da Cunha",41
Montserrat,40
Tokelau,35
Niue,27


Country,mean,median,<10k,10-100k,100k-1M,1M+
Afghanistan,1744.0,734.0,97.6,2.4,0.1,0.0
Albania,30524.0,15363.0,41.0,54.2,4.7,0.1
Algeria,8871.0,2302.0,87.0,11.7,1.2,0.1
Angola,3529.0,1131.0,93.5,6.2,0.2,0.0
Argentina,7224.0,2157.0,88.2,11.2,0.6,0.0
Armenia,22573.0,9411.0,52.3,44.0,3.5,0.1
Australia,483755.0,238072.0,9.8,20.7,60.0,9.4
Austria,290348.0,91833.0,14.2,36.9,44.1,4.8
Azerbaijan,11926.0,5022.0,73.5,25.2,1.3,0.0
Bahamas,56737.0,7507.0,54.0,39.7,5.7,0.6
Bahrain,87559.0,14520.0,45.0,48.0,6.1,0.9
Bangladesh,7837.0,3062.0,84.6,14.6,0.7,0.0
Barbados,63261.0,21071.0,41.0,46.0,12.4,0.6
Belarus,23278.0,12168.0,45.9,51.3,2.8,0.1
Belgium,351327.0,230548.0,11.9,20.1,62.3,5.7
Belize,10364.0,3015.0,82.0,16.6,1.4,0.0
Benin,2558.0,890.0,95.6,4.3,0.1,0.0
Bolivia,12286.0,3804.0,78.1,20.5,1.3,0.1
Bosnia and Herzegovina,30597.0,15283.0,41.0,54.1,4.8,0.1
Botswana,15598.0,3680.0,80.0,16.8,3.1,0.1
Brazil,18272.0,3469.0,79.5,17.5,2.8,0.1
British Caribbean,45109.0,14684.0,44.0,47.7,7.9,0.4
Brunei,39098.0,5122.0,64.0,32.1,3.5,0.4
Bulgaria,36443.0,17403.0,38.7,54.9,6.2,0.2
Burkina Faso,1681.0,622.0,98.0,1.9,0.1,0.0
Burundi,728.0,281.0,99.5,0.5,0.0,0.0
Cambodia,5895.0,2031.0,90.7,8.7,0.6,0.0
Cameroon,3042.0,941.0,94.3,5.5,0.2,0.0
Canada,332323.0,125688.0,20.7,25.1,48.6,5.6
Central African Republic,840.0,212.0,98.8,1.2,0.0,0.0
Chad,1117.0,355.0,98.7,1.3,0.1,0.0
Chile,53591.0,17747.0,39.1,51.6,8.8,0.5
China,67771.0,24067.0,20.9,66.1,12.5,0.5
Colombia,16928.0,4854.0,72.0,25.4,2.5,0.1
Comoros,5397.0,1466.0,91.5,7.9,0.6,0.0
Democratic Republic of the Congo ,1240.0,356.0,98.3,1.6,0.1,0.0
Republic of the Congo,2180.0,582.0,95.6,4.2,0.1,0.0
Costa Rica,44337.0,14662.0,44.0,47.4,8.4,0.3
Croatia,69140.0,34945.0,27.0,57.0,15.5,0.5
Cyprus,142304.0,35300.0,23.0,57.0,18.3,1.7
Czechia,78103.0,23794.0,29.6,55.7,14.0,0.7
Denmark,376069.0,165622.0,15.4,25.4,52.5,6.7
Djibouti,3112.0,1077.0,94.0,6.0,0.0,0.0
Dutch Caribbean,40909.0,16810.0,40.0,52.7,7.1,0.2
Ecuador,17151.0,5444.0,69.9,27.9,2.1,0.1
Egypt,19468.0,6329.0,66.5,30.7,2.6,0.1
El Salvador,34003.0,11372.0,47.6,46.0,6.2,0.2
Equatorial Guinea,18246.0,4561.0,77.0,18.8,4.1,0.1
Eritrea,2846.0,1086.0,95.2,4.7,0.1,0.0
Estonia,77817.0,38901.0,30.5,53.5,15.3,0.7
Ethiopia,3540.0,1527.0,94.4,5.4,0.2,0.0
Fiji,15708.0,5764.0,69.0,28.3,2.6,0.1
Finland,167711.0,73775.0,27.8,35.2,35.1,1.9
France,299355.0,133559.0,14.8,27.0,53.3,4.9
French Caribbean,68443.0,23740.0,36.0,44.0,19.5,0.5
Gabon,13696.0,4685.0,74.0,24.5,1.4,0.1
Gambia,2500.0,658.0,94.9,4.9,0.2,0.0
Georgia,14162.0,4223.0,77.7,20.7,1.5,0.1
Germany,268681.0,65374.0,10.6,45.2,39.8,4.3
Ghana,6132.0,2198.0,88.5,11.1,0.4,0.0
Greece,104603.0,57595.0,22.1,49.3,27.7,0.9
Guinea,2942.0,938.0,94.5,5.4,0.2,0.0
Guinea-Bissau,1828.0,670.0,97.0,3.0,0.0,0.0
Guyana,12280.0,4637.0,74.0,24.6,1.4,0.0
Haiti,767.0,193.0,99.2,0.7,0.0,0.0
Hong Kong,503335.0,173768.0,13.7,23.7,54.3,8.3
Hungary,53664.0,24126.0,21.4,67.6,10.7,0.3
Iceland,337787.0,231462.0,6.0,18.0,70.7,5.3
India,14252.0,3194.0,77.2,21.1,1.7,0.1
Indonesia,17693.0,4693.0,67.2,30.8,1.9,0.1
Iran,22249.0,7621.0,59.1,37.1,3.7,0.1
Iraq,14506.0,6378.0,68.3,30.1,1.6,0.1
Ireland,266153.0,99028.0,30.8,19.7,44.5,5.0
Israel,228268.0,80315.0,15.8,41.2,40.1,2.9
Italy,239244.0,118885.0,15.5,30.1,51.4,3.0
Jamaica,19893.0,5976.0,66.7,30.3,2.9,0.1
Japan,256596.0,122980.0,11.0,32.6,52.9,3.5
Jordan,28316.0,10842.0,48.3,47.1,4.5,0.2
Kazakhstan,33463.0,12029.0,46.3,49.3,4.2,0.2
Kenya,12313.0,3683.0,79.6,18.8,1.5,0.1
"Korea, South",211369.0,89671.0,14.8,38.3,44.4,2.5
Kuwait,129890.0,28698.0,42.8,44.0,10.7,2.5
Kyrgyzstan,5816.0,2238.0,89.7,9.8,0.5,0.0
Laos,7379.0,1610.0,91.6,7.0,1.3,0.0
Latvia,70454.0,33884.0,36.0,50.5,12.7,0.8
Lebanon,55007.0,18159.0,40.6,50.5,8.4,0.5
Lesotho,1226.0,264.0,97.8,2.2,0.1,0.0
Liberia,4453.0,1464.0,91.9,7.8,0.3,0.0
Libya,17198.0,6512.0,67.0,31.0,1.9,0.1
Lithuania,63500.0,29679.0,29.3,58.0,12.2,0.5
Luxembourg,477306.0,259899.0,13.0,19.0,59.2,8.8
Madagascar,1962.0,666.0,96.9,3.0,0.1,0.0
Malawi,2045.0,606.0,96.2,3.7,0.1,0.0
Malaysia,29287.0,8583.0,55.0,41.1,3.7,0.2
Maldives,25511.0,8519.0,56.0,39.3,4.5,0.2
Mali,2424.0,869.0,96.0,3.9,0.1,0.0
Malta,148934.0,84390.0,13.0,45.0,40.6,1.4
Mauritania,2788.0,1037.0,95.2,4.7,0.1,0.0
Mauritius,63372.0,27456.0,31.0,56.0,12.5,0.5
Melanesia,31106.0,12183.0,46.0,48.6,5.2,0.2
Mexico,42689.0,13752.0,44.7,46.9,8.1,0.3
Micronesia,13193.0,4876.0,74.0,23.9,2.1,0.0
Moldova,15491.0,7577.0,61.8,36.5,1.7,0.0
Mongolia,6324.0,2546.0,88.0,11.5,0.5,0.0
Montenegro,60310.0,30739.0,29.0,57.0,13.6,0.4
Morocco,13459.0,3874.0,78.4,19.7,1.9,0.1
Mozambique,1003.0,345.0,98.9,1.0,0.1,0.0
Myanmar,5025.0,2458.0,91.7,8.0,0.3,0.0
Namibia,15294.0,3677.0,80.5,16.4,3.0,0.1
Nepal,4056.0,1437.0,93.3,6.3,0.3,0.0
Netherlands,377092.0,136105.0,13.6,29.4,49.3,7.7
New Zealand,348198.0,171624.0,21.2,20.0,52.5,6.3
Nicaragua,12239.0,3694.0,78.2,20.5,1.3,0.1
Niger,1287.0,492.0,98.7,1.3,0.1,0.0
Nigeria,6451.0,1474.0,91.7,7.6,0.7,0.0
Norway,275880.0,117798.0,28.0,19.0,48.8,4.2
Oman,39434.0,9886.0,50.5,43.1,6.0,0.4
Pakistan,5258.0,2187.0,90.5,9.2,0.4,0.0
Panama,43979.0,13147.0,45.3,46.6,7.8,0.3
Papua New Guinea,6710.0,1790.0,91.3,7.7,1.0,0.0
Paraguay,11962.0,3644.0,78.8,19.9,1.2,0.1
Peru,17017.0,5445.0,70.4,27.4,2.1,0.1
Philippines,15290.0,3155.0,83.1,14.8,2.0,0.1
Poland,67477.0,23550.0,19.8,64.8,14.9,0.5
Polynesia,37998.0,14076.0,44.0,49.3,6.4,0.3
Portugal,142537.0,61306.0,23.2,45.1,30.0,1.6
Qatar,146730.0,83680.0,12.0,45.3,41.7,1.0
Romania,50009.0,23675.0,32.1,58.5,9.1,0.3
Russia,27162.0,5431.0,72.8,23.8,3.1,0.2
Rwanda,4188.0,1266.0,92.8,6.9,0.3,0.0
Sao Tome and Principe,4029.0,1702.0,92.4,7.3,0.2,0.0
Saudi Arabia,68697.0,15495.0,46.4,44.4,8.2,1.0
Senegal,4702.0,1570.0,91.4,8.3,0.3,0.0
Serbia,31705.0,14954.0,41.7,52.9,5.3,0.1
Seychelles,63427.0,24651.0,36.0,51.0,12.5,0.5
Sierra Leone,995.0,370.0,99.0,0.9,0.0,0.0
Singapore,332995.0,86717.0,16.2,38.6,39.7,5.5
Slovakia,68059.0,45853.0,11.6,69.8,18.4,0.2
Slovenia,120173.0,67961.0,18.0,53.0,28.2,0.8
South Africa,20308.0,4523.0,75.8,20.2,3.9,0.2
Spain,227122.0,105831.0,16.7,31.6,48.6,3.0
Sri Lanka,23832.0,8802.0,54.3,42.0,3.7,0.1
Sudan,1014.0,383.0,99.0,0.9,0.1,0.0
Suriname,5644.0,1349.0,91.2,8.1,0.7,0.0
Sweden,336166.0,89846.0,34.0,18.4,40.3,7.3
Switzerland,673962.0,146733.0,11.9,33.7,43.2,11.2
Syria,2197.0,807.0,96.3,3.6,0.1,0.0
Taiwan,238862.0,93044.0,13.9,38.6,44.4,3.1
Tajikistan,4390.0,1844.0,92.4,7.3,0.3,0.0
Tanzania,3647.0,1433.0,93.7,6.1,0.2,0.0
Thailand,25292.0,8036.0,55.5,41.9,2.5,0.2
Timor-Leste,5185.0,2838.0,91.4,8.3,0.3,0.0
Togo,1484.0,468.0,98.0,2.0,0.1,0.0
Trinidad and Tobago,44182.0,15649.0,42.5,49.0,8.2,0.3
Tunisia,17550.0,6177.0,67.4,30.2,2.3,0.1
Turkey,27466.0,8001.0,57.6,38.8,3.4,0.2
Turkmenistan,20328.0,9030.0,54.0,43.2,2.7,0.1
Uganda,1994.0,646.0,96.6,3.3,0.1,0.0
Ukraine,13104.0,2529.0,79.1,19.5,1.3,0.1
United Arab Emirates,115476.0,21613.0,45.1,46.0,6.8,2.1
United Kingdom,290754.0,131522.0,18.0,27.8,49.5,4.7
United States,505421.0,79274.0,26.3,28.5,36.4,8.8
Uruguay,60914.0,22088.0,37.0,51.3,11.2,0.4
Venezuela,21040.0,7341.0,60.5,36.8,2.5,0.1
Vietnam,14075.0,4559.0,76.3,21.9,1.8,0.1
Yemen,5581.0,1223.0,93.0,6.2,0.8,0.0
Zambia,3068.0,692.0,94.3,5.5,0.2,0.0
Zimbabwe,7131.0,2356.0,86.9,12.5,0.6,0.0
